file,comment,clean_comment
/content/pandas/pandas/tests/io/parser/usecols/test_strings.py,# see gh-13219,see gh
/content/pandas/pandas/core/series.py,"# error: Argument 1 to ""_rename"" of ""NDFrame"" has incompatible",error argument  to rename of ndframe has incompatible
/content/pandas/pandas/core/generic.py,# In this case loc should be an integer,in this case loc should be an integer
/content/pandas/pandas/core/ops/array_ops.py,# mask is only meaningful for x,mask is only meaningful for x
/content/pandas/pandas/tests/extension/base/ops.py,"#  case that still requires overriding _check_op or _combine, please let",case that still requires overriding checkop or combine please let
/content/pandas/pandas/core/dtypes/dtypes.py,# extract the categories' dtype,extract the categories dtype
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# In 3.0, the string ""1.5"" is parsed as it would be without unit,",in  the string  is parsed as it would be without unit
/content/pandas/pandas/core/interchange/utils.py,# Maps str(pyarrow.DataType) = C type format string,maps strpyarrowdatatype  c type format string
/content/pandas/pandas/core/indexers/utils.py,# Missing keys in columns are represented as -1,missing keys in columns are represented as
/content/flask/tests/test_helpers.py,# Default max_age is None.,default maxage is none
/content/pandas/doc/sphinxext/announce.py,# e.g. v1.0.1|HEAD,eg vhead
/content/pandas/pandas/tests/io/pytables/test_file_handling.py,# constructor,constructor
/content/pandas/pandas/tests/frame/methods/test_to_csv.py,# test roundtrip,test roundtrip
/content/pandas/pandas/core/series.py,# Series will be reindexed to have matching length inside,series will be reindexed to have matching length inside
/content/pandas/pandas/core/series.py,# Generating list of values- faster way,generating list of values faster way
/content/pandas/pandas/core/sorting.py,# type: ignore[call-arg],type ignorecallarg
/content/pandas/pandas/tests/indexes/multi/test_monotonic.py,"# mixed levels, hits the TypeError",mixed levels hits the typeerror
/content/pandas/pandas/tests/frame/methods/test_combine_first.py,# gh 3016 (same as in update),gh  same as in update
/content/pandas/pandas/tests/test_algos.py,# output of maker has guaranteed unique elements,output of maker has guaranteed unique elements
/content/pandas/pandas/tests/arrays/sparse/test_combine_concat.py,# categorical with compatible categories -> dtype of the categories,categorical with compatible categories  dtype of the categories
/content/pandas/pandas/tests/dtypes/test_missing.py,# more than one level of nesting,more than one level of nesting
/content/pandas/pandas/core/interchange/utils.py,# Resoulution:,resoulution
/content/pandas/pandas/core/tools/numeric.py,# type: ignore[call-overload],type ignorecalloverload
/content/pandas/pandas/tests/io/parser/test_network.py,# Read with a chunksize,read with a chunksize
/content/pandas/pandas/tests/config/test_config.py,# must be valid identifier (ensure attribute access works),must be valid identifier ensure attribute access works
/content/pandas/pandas/tests/dtypes/cast/test_can_hold_element.py,"# assert can_hold_element(arr, rng)",assert canholdelementarr rng
/content/pandas/pandas/tests/frame/methods/test_nlargest.py,# Top / bottom,top  bottom
/content/pandas/pandas/tests/strings/test_cat.py,# Series/Index with mixed list; different index,seriesindex with mixed list different index
/content/pandas/pandas/core/dtypes/dtypes.py,# If we ever support e.g. Masked[DatetimeArray] then this will change,if we ever support eg maskeddatetimearray then this will change
/content/pandas/pandas/tests/io/json/test_ujson.py,# Broken object end.,broken object end
/content/pandas/pandas/tests/extension/base/ops.py,#  because python semantics for negating bools are weird see GH#54569,because python semantics for negating bools are weird see gh
/content/pandas/pandas/io/json/_json.py,# exclude index from obj if index=False,exclude index from obj if indexfalse
/content/pandas/pandas/_typing.py,# SequenceIndexer is for list like or slices (but not tuples),sequenceindexer is for list like or slices but not tuples
/content/pandas/pandas/io/pytables.py,"# this would truncate, raise here",this would truncate raise here
/content/pandas/pandas/core/array_algos/replace.py,# GH#32621 use mask to avoid comparing to NAs,gh use mask to avoid comparing to nas
/content/pandas/pandas/tests/extension/json/array.py,# an ndarary.,an ndarary
/content/pandas/pandas/tests/tools/test_to_datetime.py,#  was never clear why it was disallowed,was never clear why it was disallowed
/content/pandas/pandas/tests/series/test_arithmetic.py,# https://github.com/pandas-dev/pandas/issues/9836#issuecomment-92123057,httpsgithubcompandasdevpandasissuesissuecomment
/content/pandas/pandas/tests/config/test_config.py,# environment as it is supposed to be used with the `with` statement.,environment as it is supposed to be used with the with statement
/content/pandas/pandas/core/generic.py,"# when freq is None, data is shifted, index is not",when freq is none data is shifted index is not
/content/pandas/pandas/tests/copy_view/test_methods.py,# mutating df2 triggers a copy-on-write for that column / block,mutating df triggers a copyonwrite for that column  block
/content/pandas/pandas/_typing.py,# plotting,plotting
/content/pandas/pandas/io/excel/_odfreader.py,"# Queue up empty values, writing only if content succeeds them",queue up empty values writing only if content succeeds them
/content/pandas/pandas/core/interchange/buffer.py,# Store the numpy array in which the data resides as a private,store the numpy array in which the data resides as a private
/content/pandas/pandas/tests/dtypes/cast/test_promote.py,# but *does* cast None to np.nan,but does cast none to npnan
/content/pandas/pandas/tests/tools/test_to_datetime.py,# verify that no exception is raised even when errors='raise' is set,verify that no exception is raised even when errorsraise is set
/content/pandas/pandas/tests/reshape/test_cut.py,# see gh-8589,see gh
/content/pandas/pandas/tests/indexes/test_common.py,"# all values are the same, expected_right should be length",all values are the same expectedright should be length
/content/pandas/pandas/io/excel/_pyxlsb.py,# TODO: there is no way to distinguish between floats and datetimes in pyxlsb,todo there is no way to distinguish between floats and datetimes in pyxlsb
/content/pandas/pandas/io/html.py,"# support. As a result, we find all elements with a style",support as a result we find all elements with a style
/content/pandas/doc/make.py,# noqa: TID251,noqa tid
/content/pandas/pandas/core/series.py,# Indexing Methods,indexing methods
/content/pandas/pandas/io/parsers/python_parser.py,# Note: encoding is irrelevant here,note encoding is irrelevant here
/content/pandas/pandas/core/indexes/period.py,#  we may need to convert timedelta64 tolerance to int64.,we may need to convert timedelta tolerance to int
/content/pandas/pandas/core/interchange/from_dataframe.py,# it since https://github.com/numpy/numpy/pull/19083,it since httpsgithubcomnumpynumpypull
/content/pandas/pandas/io/json/_json.py,"# ignore ""Could not infer format"" warnings from to_datetime",ignore could not infer format warnings from todatetime
/content/pandas/pandas/core/generic.py,# Allow shorthand to delete all columns whose first len(key),allow shorthand to delete all columns whose first lenkey
/content/pandas/pandas/tests/io/parser/test_c_parser_only.py,# should not cause infinite re-parsing or buffer overflow,should not cause infinite reparsing or buffer overflow
/content/pandas/pandas/io/pytables.py,# indexer helpers,indexer helpers
/content/pandas/pandas/tests/window/test_expanding.py,# Not necessarily exactly 0.8,not necessarily exactly
/content/pandas/pandas/tests/io/parser/test_dialect.py,# Conflict,conflict
/content/pandas/pandas/core/indexers/utils.py,"#  a) not necessarily 1-D indexers, e.g. tuple",a not necessarily d indexers eg tuple
/content/pandas/pandas/tests/dtypes/test_missing.py,# we shouldn't raise if comparing tzaware and tznaive datetimes,we shouldnt raise if comparing tzaware and tznaive datetimes
/content/pandas/pandas/core/arrays/datetimelike.py,"# error: ""DatetimeLikeArrayMixin"" has no attribute ""as_unit""",error datetimelikearraymixin has no attribute asunit
/content/pandas/pandas/io/parsers/python_parser.py,"# since `line` was a string, lines will be a list containing",since line was a string lines will be a list containing
/content/pandas/pandas/tests/extension/base/reduce.py,"# column with this array.  The default assumes float64-like behavior,",column with this array  the default assumes floatlike behavior
/content/pandas/pandas/io/pytables.py,#  where we aren't passing one,where we arent passing one
/content/pandas/pandas/io/pytables.py,# check for backwards incompatibility,check for backwards incompatibility
/content/pandas/pandas/core/indexers/objects.py,# we're rolling over,were rolling over
/content/pandas/pandas/core/generic.py,# type: ignore[operator],type ignoreoperator
/content/pandas/pandas/tests/reshape/concat/test_append_common.py,# index.append,indexappend
/content/pandas/pandas/tests/tools/test_to_datetime.py,"# GH#17697, GH#11736, GH#50887, GH#57275",gh gh gh gh
/content/pandas/pandas/core/internals/construction.py,# drop subclass info,drop subclass info
/content/pandas/pandas/core/sorting.py,# Check monotonic-ness before sort an index (GH 11080),check monotonicness before sort an index gh
/content/pandas/pandas/core/sorting.py,"# at some point group indices are factorized,",at some point group indices are factorized
/content/pandas/pandas/tests/arrays/sparse/test_arithmetics.py,# when sp_index are the same,when spindex are the same
/content/pandas/pandas/core/generic.py,# axis == 1 cases handled in DataFrame.shift,axis   cases handled in dataframeshift
/content/pandas/pandas/io/sas/sas7bdat.py,# not leap years (unlike proleptic Gregorian). These are the SAS day counts,not leap years unlike proleptic gregorian these are the sas day counts
/content/pandas/pandas/core/internals/construction.py,# don't convert (and copy) the objects if no type inference occurs,dont convert and copy the objects if no type inference occurs
/content/pandas/pandas/io/pytables.py,# pragma: no cover,pragma no cover
/content/pandas/pandas/core/internals/construction.py,"# Here we do not convert numeric dtypes, as if we wanted that,",here we do not convert numeric dtypes as if we wanted that
